id,tested_positive
500,13.392819
501,7.2984915
502,8.765662
503,7.6785293
504,27.93384
505,6.9564543
506,16.46587
507,10.058145
508,8.667229
509,16.661713
510,41.1407
511,12.069517
512,7.7275906
513,9.201627
514,4.523892
515,19.784306
516,46.94955
517,34.14829
518,30.534885
519,23.885395
520,21.552368
521,6.43178
522,13.568338
523,12.079657
524,10.535933
525,8.69603
526,14.029279
527,12.463779
528,4.252419
529,9.282832
530,8.227796
531,19.669529
532,7.205434
533,20.669033
534,25.986988
535,8.230457
536,37.995903
537,18.90443
538,7.7038507
539,8.613495
540,27.306643
541,19.011436
542,17.513735
543,11.986163
544,29.096067
545,10.6209345
546,33.017986
547,16.55341
548,13.118198
549,8.141249
550,13.705114
551,16.261152
552,30.323492
553,29.903282
554,16.71714
555,25.415474
556,10.986695
557,20.629618
558,30.378723
559,8.157242
560,18.638348
561,10.961075
562,7.1287074
563,12.66613
564,31.54216
565,9.306677
566,46.063625
567,9.255668
568,13.122618
569,38.783356
570,32.59415
571,44.22841
572,31.81111
573,8.790348
574,19.56675
575,11.781028
576,9.822135
577,31.391863
578,9.4733515
579,13.106458
580,8.797665
581,14.123774
582,11.179031
583,13.508685
584,11.129558
585,19.699
586,15.68247
587,7.475788
588,22.715202
589,37.320583
590,17.919138
591,12.0956
592,6.132348
593,34.695175
594,15.336065
595,7.860714
596,31.266865
597,12.114514
598,18.296648
599,12.775423
600,9.975585
601,22.376247
602,17.544565
603,18.663614
604,18.4636
605,37.979313
606,15.006806
607,36.75422
608,36.11033
609,14.91609
610,32.470444
611,10.954139
612,8.108701
613,18.56456
614,35.17224
615,30.487852
616,10.8519125
617,30.026913
618,37.621452
619,18.788237
620,27.80433
621,12.188791
622,22.878534
623,11.017091
624,8.857578
625,35.83813
626,31.391558
627,27.800156
628,10.372756
629,7.686669
630,12.492215
631,13.76583
632,21.817686
633,25.754145
634,17.17709
635,10.449642
636,8.836912
637,5.053102
638,13.296332
639,7.223043
640,13.928629
641,14.139278
642,12.88002
643,10.282216
644,11.581279
645,19.374304
646,36.9525
647,6.0618777
648,14.147186
649,24.989996
650,10.705201
651,8.854996
652,10.753487
653,14.786206
654,25.108479
655,11.600609
656,13.998406
657,40.48338
658,18.670813
659,13.455273
660,5.062719
661,12.4386
662,16.739151
663,17.54896
664,38.25655
665,16.065905
666,14.816627
667,10.062273
668,20.120823
669,36.31628
670,14.572885
671,20.17269
672,18.55702
673,37.62279
674,35.171276
675,11.106077
676,40.02521
677,15.822149
678,8.501305
679,11.042949
680,13.604904
681,15.697364
682,12.462446
683,11.90053
684,7.641452
685,37.23919
686,26.171207
687,18.130476
688,41.742996
689,6.484263
690,10.05998
691,21.458883
692,6.7897854
693,17.998665
694,28.553152
695,11.201944
696,20.855516
697,6.407213
698,28.70973
699,11.217321
700,25.794638
701,9.14341
702,26.674301
703,12.261972
704,25.682484
705,21.400427
706,7.3387723
707,11.7824545
708,19.879187
709,46.071323
710,9.521377
711,16.439297
712,10.312755
713,31.185236
714,11.602491
715,13.039178
716,20.058163
717,28.034182
718,13.68458
719,17.393503
720,13.176153
721,17.548223
722,44.64672
723,19.334831
724,33.369377
725,9.744499
726,7.8927684
727,14.959916
728,10.704725
729,16.587818
730,7.697239
731,37.827545
732,12.67588
733,14.022018
734,16.49953
735,16.627563
736,16.295494
737,22.682138
738,6.537519
739,14.403172
740,20.774872
741,19.685522
742,8.982
743,8.134685
744,9.551851
745,19.2603
746,9.450945
747,14.895151
748,27.007084
749,6.507592
750,7.132034
751,35.468044
752,15.986736
753,10.188534
754,12.992352
755,10.929213
756,9.436937
757,15.093728
758,8.705087
759,19.914936
760,10.250961
761,5.1194305
762,21.920532
763,28.48927
764,13.154924
765,29.229458
766,22.325918
767,46.34746
768,7.895974
769,37.098537
770,6.7537737
771,15.621268
772,11.209086
773,34.582466
774,5.1916695
775,10.224294
776,21.495327
777,18.953966
778,5.469783
779,23.425426
780,18.272297
781,11.87898
782,12.0346365
783,13.549327
784,7.895836
785,15.448099
786,18.798151
787,3.1276488
788,10.591375
789,13.462069
790,19.143827
791,19.978752
792,22.941544
793,15.837342
794,11.3087225
795,20.98034
796,9.392269
797,10.22877
798,14.802737
799,24.986748
800,8.654753
801,9.311322
802,9.008672
803,9.629435
804,18.859112
805,26.759235
806,9.791582
807,5.6013446
808,5.9934664
809,9.98171
810,12.39792
811,13.821158
812,6.799342
813,13.1559
814,9.951521
815,8.927256
816,8.908633
817,26.837677
818,22.513752
819,44.10619
820,11.40449
821,28.92139
822,9.290107
823,7.795069
824,18.785921
825,11.351759
826,9.5080805
827,33.60649
828,10.490389
829,11.633677
830,7.38871
831,13.472936
832,10.786717
833,18.849411
834,21.681053
835,14.005556
836,12.552066
837,15.547283
838,12.415288
839,31.7316
840,26.230137
841,29.860945
842,39.72275
843,9.594858
844,10.829637
845,11.744436
846,16.781994
847,7.3577123
848,36.17905
849,17.895615
850,14.561194
851,3.9875474
852,8.363534
853,15.2807665
854,11.550021
855,17.539955
856,11.090494
857,10.110404
858,25.025595
859,10.229323
860,17.657515
861,17.201134
862,14.870962
863,37.379364
864,14.414186
865,33.831856
866,16.371439
867,13.435342
868,7.28179
869,29.840103
870,15.354815
871,17.000988
872,37.640095
873,30.707048
874,9.93813
875,19.474718
876,10.123518
877,9.507928
878,14.663386
879,27.810045
880,35.706062
881,15.857816
882,9.4395
883,8.065129
884,11.262793
885,31.762901
886,7.816333
887,5.7369785
888,17.230536
889,10.365493
890,7.8838167
891,16.354391
892,38.57304
893,9.501808
894,32.79404
895,20.505327
896,10.745168
897,17.745409
898,6.5714097
899,8.933565
900,37.821728
901,9.720931
902,21.24424
903,8.832053
904,19.199717
905,17.25456
906,22.497904
907,26.641571
908,13.709818
909,19.25348
910,9.175828
911,6.775946
912,14.775852
913,24.843245
914,30.057327
915,7.1948543
916,18.209785
917,12.975766
918,19.428596
919,10.881298
920,10.673534
921,15.76777
922,22.26873
923,23.364689
924,18.218401
925,7.7547355
926,29.402308
927,12.152567
928,13.437554
929,6.034437
930,15.611582
931,11.217313
932,11.844215
933,9.458593
934,13.473042
935,10.95396
936,8.323512
937,11.868028
938,35.239132
939,11.702702
940,16.63429
941,14.657013
942,15.762771
943,6.10287
944,15.15359
945,34.14907
946,10.377152
947,11.286504
948,7.6442776
949,8.583571
950,33.41872
951,30.581398
952,11.2753
953,18.651949
954,7.2065434
955,15.705264
956,17.020561
957,13.346814
958,16.445686
959,7.597633
960,20.195578
961,9.838221
962,8.043984
963,15.517913
964,23.80301
965,32.90478
966,37.71604
967,27.6012
968,35.217
969,24.53038
970,14.571024
971,40.712223
972,22.426783
973,24.846838
974,13.08899
975,13.049837
976,7.1326313
977,14.173002
978,7.141348
979,14.429547
980,31.467928
981,21.40295
982,28.571741
983,15.460471
984,14.135005
985,14.755542
986,21.683174
987,15.486374
988,14.556638
989,9.85556
990,19.27435
991,12.939353
992,15.940233
993,13.282195
994,19.90557
995,20.985767
996,34.534054
